date,laborforce_total,laborforce_rate,laborforce_rate_workage,laborforce_not,pop,laborforce_jobfindrate,laborforce_jobseparaterate
1990-10-01,125995.0,66.4,83.4,63715.0,160334.588632426,0.5832367708001417,0.12288421204806822
1990-11-01,126070.0,66.4,83.5,63802.0,160562.509255613,0.545703098888332,0.12614635749663805
1990-12-01,126142.0,66.4,83.4,63875.0,160712.322363462,0.5590685394548657,0.12950159737056238
1991-01-01,125955.0,66.2,83.2,64208.0,160506.644848471,0.5529616061111541,0.13137058378239855
1991-02-01,126020.0,66.2,83.5,64251.0,160611.654372144,0.5380166761319609,0.1347590663025487
1991-03-01,126238.0,66.3,83.4,64143.0,160830.683481614,0.49323572391486215,0.138946008322173
1991-04-01,126548.0,66.4,83.7,63969.0,160863.408276311,0.5329253201039077,0.13951678822632935
1991-05-01,126176.0,66.2,83.4,64474.0,161033.565339687,0.5006864187722397,0.1410991340792217
1991-06-01,126331.0,66.2,83.4,64469.0,161128.241673023,0.5065612249795332,0.142831571441725
1991-07-01,126154.0,66.1,83.3,64792.0,161180.786410641,0.5206915894097872,0.14145072000220657
1991-08-01,126150.0,66.0,83.4,64966.0,161394.546981186,0.49763556790782143,0.14158119967685795
1991-09-01,126650.0,66.2,83.4,64652.0,161643.785648488,0.5023227574162643,0.14272557963357338
1991-10-01,126642.0,66.1,83.4,64855.0,161729.399053248,0.4852068979801422,0.14351778039945468
1991-11-01,126701.0,66.1,83.4,64956.0,161891.053285895,0.4800516803223626,0.14510127090865213
1991-12-01,126664.0,66.0,83.2,65134.0,162029.245083297,0.44468582126144557,0.14787167441671414
1992-01-01,127261.0,66.3,83.5,64692.0,161717.058667886,0.44657932840549197,0.1504139009309278
1992-02-01,127207.0,66.2,83.4,64860.0,161881.253012778,0.4073520537040334,0.15141929366834103
1992-03-01,127604.0,66.4,83.5,64600.0,162081.883067043,0.4467102934938127,0.15313269325859954
1992-04-01,127841.0,66.5,83.7,64513.0,162321.440117313,0.43567369858338345,0.15204841963855506
1992-05-01,128119.0,66.6,83.8,64384.0,162459.640616251,0.39747797194436846,0.1543599241684249
1992-06-01,128459.0,66.7,83.9,64204.0,162380.375155231,0.4014706336004139,0.15908901590219882
1992-07-01,128563.0,66.7,83.8,64263.0,162479.869836105,0.4484058795162767,0.1591193785562352
1992-08-01,128613.0,66.6,83.8,64405.0,162848.622753429,0.43885917436315974,0.1570902908752193
1992-09-01,128501.0,66.5,83.6,64728.0,163133.878911506,0.43212783215928624,0.15650048478763787
1992-10-01,128026.0,66.2,83.5,65416.0,163258.235578593,0.4817066453438756,0.15328713988565992
1992-11-01,128441.0,66.3,83.5,65180.0,163366.70203872,0.40823548814323907,0.15234262435656543
1992-12-01,128554.0,66.3,83.4,65230.0,163500.300322099,0.4068251543501343,0.15272456512447682
1993-01-01,128400.0,66.2,83.3,65562.0,163308.79087077,0.46119042957593315,0.15088477134407868
1993-02-01,128458.0,66.2,83.1,65650.0,163483.359448252,0.48838057090196074,0.14863268624535794
1993-03-01,128598.0,66.2,83.2,65650.0,163623.306205432,0.46018592417294923,0.14600599045655988
1993-04-01,128584.0,66.1,83.2,65814.0,163888.601463716,0.4524900467530273,0.14557313759096713
1993-05-01,129264.0,66.4,83.4,65285.0,164035.494579425,0.4539315047179236,0.1463299337641713
1993-06-01,129411.0,66.5,83.6,65308.0,164027.497705373,0.43818388743884595,0.14526231890612662
1993-07-01,129397.0,66.4,83.5,65485.0,164174.306815763,0.48105005450610056,0.1435301561071268
1993-08-01,129619.0,66.4,83.5,65444.0,164417.961043743,0.46897392441139585,0.14054818904617308
1993-09-01,129268.0,66.2,83.4,65991.0,164624.178950405,0.45009584159670185,0.13859399624721655
1993-10-01,129573.0,66.3,83.5,65871.0,164814.311097104,0.47594273650314095,0.13942139584053526
1993-11-01,129711.0,66.3,83.6,65914.0,164891.741616878,0.47252108108448887,0.13707173158144675
1993-12-01,129941.0,66.4,83.6,65853.0,165054.37280473296,0.49039270803080065,0.1353032028988659
1994-01-01,130596.0,66.6,83.4,65357.0,165003.014533751,0.4424752193747007,0.13563883034680227
1994-02-01,130669.0,66.6,83.5,65421.0,165174.623081881,0.4207964025803953,0.13507996867197752
1994-03-01,130400.0,66.5,83.3,65813.0,165350.886916796,0.46299573587465037,0.13410166857620262
1994-04-01,130621.0,66.5,83.2,65742.0,165483.598713124,0.4869492319270133,0.1326070224573467
1994-05-01,130779.0,66.6,83.3,65731.0,165608.560032218,0.5109856813870759,0.12755585889139462
1994-06-01,130561.0,66.4,82.9,66132.0,165722.850426758,0.48068843064076633,0.12484238998386062
1994-07-01,130652.0,66.4,83.2,66207.0,165852.503931426,0.49253382816417307,0.12546528255914674
1994-08-01,131275.0,66.6,83.3,65768.0,165942.696231742,0.46425126551231377,0.12500377783115973
1994-09-01,131421.0,66.6,83.6,65827.0,166126.067776557,0.5032698880809013,0.12274270150726334
1994-10-01,131744.0,66.7,83.5,65686.0,166306.56905087,0.4430920570677993,0.11977426581584594
1994-11-01,131891.0,66.7,83.6,65716.0,166371.058286335,0.5295845087390069,0.1172233086755554
1994-12-01,131951.0,66.7,83.5,65814.0,166575.001772146,0.5185616847612451,0.11405630730501401
1995-01-01,132038.0,66.8,83.5,65715.0,166499.514366783,0.5116097023985084,0.11462293827517275
1995-02-01,132115.0,66.8,83.6,65770.0,166654.124551702,0.5276442330992696,0.1135831836910601
1995-03-01,132108.0,66.7,83.5,65899.0,166741.443744901,0.5081391932480789,0.1119175244709918
1995-04-01,132590.0,66.9,83.7,65558.0,166918.19715811004,0.4323865412740014,0.11582667484058827
1995-05-01,131851.0,66.5,83.5,66435.0,166943.515569599,0.5152609959716227,0.11694569136035483
1995-06-01,131949.0,66.5,83.3,66504.0,167042.949829853,0.5219686799895671,0.11647467170233747
1995-07-01,132343.0,66.6,83.4,66272.0,167163.272627341,0.47098970836822435,0.11679872611201972
1995-08-01,132336.0,66.6,83.3,66465.0,167313.80083767,0.5191414026484903,0.1171225294236186
